,Date,Action,Company,Target,Broker,Company Symbol,Price at Announcement,Updated Price
21503,"September 05, 2012",Buy,Kajaria Ceramics,224, Dolat Capital,KAJARIACER.NS,84.9749984741211,84.9749984741211
21504,"September 05, 2012",Sell,JSW Steel,391, Motilal Oswal,JSWSTEEL.NS,65.50499725341797,655.0499725341797
21506,"September 05, 2012",Accumulate,Axis Bank,1104, SKP Securities,AXISBANK.NS,186.0500030517578,930.2500152587891
21508,"September 04, 2012",Reduce,MphasiS,340, Emkay,MPHASIS.NS,379.8500061035156,379.8500061035156
21509,"September 03, 2012",Buy,Muthoot Finance,145, A C Choksi,MUTHOOTFIN.NS,130.55000305175778,130.55000305175778
21517,"August 31, 2012",Accumulate,MphasiS,418, KRChoksey,MPHASIS.NS,384.6000061035156,384.6000061035156
21519,"August 31, 2012",Buy,DLF,225, Motilal Oswal,DLF.NS,195.0500030517578,195.0500030517578
21520,"August 31, 2012",Reduce,MphasiS,340, Emkay,MPHASIS.NS,384.6000061035156,384.6000061035156
21521,"August 31, 2012",Reduce,MphasiS,376, Dolat Capital,MPHASIS.NS,384.6000061035156,384.6000061035156
21522,"August 31, 2012",Accumulate,MphasiS,390, Angel Broking,MPHASIS.NS,384.6000061035156,384.6000061035156
21523,"August 30, 2012",Sell,Tata Steel,305, Maximus Securities,TATASTLLP.NS,251.3040008544922,251.3040008544922
21526,"August 29, 2012",Buy,Deepak Fert,185, Emkay,DEEPAKFERT.NS,128.30000305175778,128.30000305175778
21527,"August 29, 2012",Buy,Shalimar Paints,800, Sunidhi Securities,SHALPAINTS.NS,81.92900085449219,409.64500427246094
21528,"August 28, 2012",Buy,Adani Ports,145, KRChoksey,ADANIPORTS.NS,108.8499984741211,108.8499984741211
21531,"August 27, 2012",Buy,IDBI Bank,111, Magnum,IDBI.NS,84.25,84.25
21537,"August 27, 2012",Buy,Coal India,433, Microsec,COALINDIA.NS,364.75,364.75
21540,"August 24, 2012",Buy,Omkar Special,105, Mehta Equities,OMKARCHEM.NS,22.93210029602051,22.93210029602051
21541,"August 24, 2012",Buy,Gateway Distriparks,224, SPA Research,GDL.NS,132.30000305175778,132.30000305175778
21543,"August 24, 2012",Buy,LIC Housing Finance,317, Microsec,LICHSGFIN.NS,248.8999938964844,248.8999938964844
21548,"August 23, 2012",Accumulate,Rolta India,85, PLilladher,ROLTA.NS,68.44999694824219,68.44999694824219
21549,"August 23, 2012",Buy,Simplex Infra,265, Angel Broking,SIMPLEXINF.NS,207.1499938964844,207.1499938964844
21550,"August 23, 2012",Buy,Simplex Infra,265, Angel Broking,SIMPLEXINF.NS,207.1499938964844,207.1499938964844
21551,"August 23, 2012",Buy,Cox & Kings,195, ICICIdirect.com,COX&KINGS.NS,126.74199676513672,126.74199676513672
21554,"August 23, 2012",Accumulate,Motherson Sumi,218, PLilladher,MOTHERSUMI.NS,24.158000946044922,122.29987978935242
21555,"August 23, 2012",Buy,Dewan Housing,243, Emkay,DHFL.NS,84.7249984741211,169.4499969482422
21557,"August 23, 2012",Buy,Infosys,2850, Prabhudas Lilladher,INFY.NS,309.6499938964844,2477.199951171875
21558,"August 23, 2012",Accumulate,Chambal Fert,98, Emkay,CHAMBLFERT.NS,67.09999847412111,67.09999847412111
21561,"August 22, 2012",Buy,Simplex Infra,290, SPA Research,SIMPLEXINF.NS,208.5,208.5
21562,"August 22, 2012",Hold,Indian Hotels,63, ICICIdirect.com,INDHOTEL.NS,59.52170181274414,59.52170181274414
21564,"August 22, 2012",Hold,GMR Infra,21, Emkay,GMRINFRA.NS,19.818099975585934,19.818099975585934
21565,"August 22, 2012",Buy,Reliance Power,155, Emkay,RPOWER.NS,85.5,85.5
21568,"August 22, 2012",Buy,Infosys,2850, Prabhudas Lilladher,INFY.NS,304.20001220703125,2433.60009765625
21573,"August 21, 2012",Buy,Shivam Autotech,149, Firstcall Research,SHIVAMAUTO.NS,12.510000228881836,12.510000228881836
21576,"August 21, 2012",Accumulate,Chambal Fert,98, Emkay,CHAMBLFERT.NS,67.55000305175781,67.55000305175781
21577,"August 21, 2012",Hold,Allcargo Logistics,146, Nirmal Bang,ALLCARGO.NS,67.69999694824219,67.69999694824219
21578,"August 21, 2012",Buy,Indian Bank,194, Magnum,SOUTHBANK.NS,20.774599075317386,20.774599075317386
21579,"August 21, 2012",Buy,Tech Mahindra,910, Dolat Capital,TECHM.NS,217.25,869.0
21580,"August 21, 2012",Buy,Tata Motors,292, Dolat Capital,TATAMTRDVR.NS,143.35000610351562,143.35000610351562
21583,"August 21, 2012",Accumulate,Motherson Sumi,200, Emkay,MOTHERSUMI.NS,24.230499267578125,122.66690254211426
21617,"August 17, 2012",Buy,Coal India,408, Motilal Oswal,COALINDIA.NS,349.8999938964844,349.8999938964844
21618,"August 17, 2012",Buy,NMDC,231, Motilal Oswal,NMDC.NS,179.9499969482422,179.9499969482422
21619,"August 17, 2012",Sell,Tata Steel,244, Motilal Oswal,TATASTLLP.NS,281.9909973144531,281.9909973144531
21623,"August 17, 2012",Accumulate,NMDC,200, Angel Broking,NMDC.NS,179.9499969482422,179.9499969482422
21624,"August 17, 2012",Buy,Bharat Forge,351, Angel Broking,BHARATFORG.NS,148.14999389648438,296.29998779296875
21626,"August 17, 2012",Buy,CCL Products,300, Nirmal Bang,CCL.NS,24.270000457763672,242.70000457763672
21627,"August 17, 2012",Buy,India Cements,143, Motilal Oswal,INDIACEM.NS,84.94999694824219,84.94999694824219
21630,"August 17, 2012",Buy,Voltas,117, IIFL,VOLTAS.NS,112.6999969482422,112.6999969482422
21631,"August 17, 2012",Buy,ONGC,292, IIFL,ONGC.NS,188.0330047607422,282.0495071411133
21632,"August 17, 2012",Hold,Indian Hotels,63, ICICIdirect.com,INDHOTEL.NS,56.38660049438477,56.38660049438477
21634,"August 17, 2012",Accumulate,Apollo Tyres,95, Emkay,APOLLOTYRE.NS,91.3000030517578,91.3000030517578
21635,"August 17, 2012",Hold,NMDC,206, Nirmal Bang,NMDC.NS,179.9499969482422,179.9499969482422
21636,"August 17, 2012",Buy,Astral Poly Tec,291, Dolat Capital,ASTRAL.NS,29.49600028991699,29.49600028991699
21638,"August 17, 2012",Buy,Central Bank,90, Magnum,CENTRALBK.NS,69.40000152587889,69.40000152587889
21639,"August 17, 2012",Buy,Union Bank,221, Magnum,UNIONBANK.NS,163.89999389648438,163.89999389648438
21640,"August 16, 2012",Sell,Siemens,502, Nirmal Bang,SIEMENS.NS,658.0499877929688,658.0499877929688
21641,"August 16, 2012",Sell,Tata Steel,364, Nirmal Bang,TATASTLLP.NS,281.5220031738281,281.5220031738281
21642,"August 16, 2012",Hold,Akzo Nobel,848, SPA Research,AKZOINDIA.NS,852.5,852.5
21643,"August 16, 2012",Buy,Coal India,376, A C Choksi,COALINDIA.NS,353.6000061035156,353.6000061035156
21644,"August 16, 2012",Sell,DLF,174, Nirmal Bang,DLF.NS,215.8500061035156,215.8500061035156
21645,"August 16, 2012",Buy,Prime Focus,63, BP Equities,PFOCUS.NS,45.29999923706055,45.29999923706055
21646,"August 16, 2012",Buy,Motherson Sumi,229, SPA Research,MOTHERSUMI.NS,22.63050079345703,114.56691026687622
21647,"August 16, 2012",Accumulate,Coal India,381, Aditya Birla Money,COALINDIA.NS,353.6000061035156,353.6000061035156
21648,"August 16, 2012",Buy,State Bank of India,2380, KRChoksey,SBIN.NS,189.44500732421875,189.44500732421875
21649,"August 16, 2012",Sell,Patel Engineering,75, KRChoksey,PATELENG.NS,61.46030044555664,61.46030044555664
21650,"August 16, 2012",Hold,GMR Infra,21, Emkay,GMRINFRA.NS,20.7992000579834,20.7992000579834
21651,"August 16, 2012",Accumulate,Tata Steel,470, Dolat Capital,TATASTLLP.NS,281.5220031738281,281.5220031738281
21653,"August 16, 2012",Hold,ONGC,309, Nirmal Bang,ONGC.NS,189.5330047607422,284.2995071411133
21655,"August 16, 2012",Hold,Mcnally Bharat Engineering,110, Emkay,MBECL.NS,96.4499969482422,96.4499969482422
21656,"August 16, 2012",Accumulate,TVS Srichakra,335, Angel Broking,TVSSRICHAK.NS,300.75,300.75
21658,"August 16, 2012",Accumulate,Coal India,390, PLilladher,COALINDIA.NS,353.6000061035156,353.6000061035156
21659,"August 16, 2012",Buy,Tata Motors,277, FinQuest Securities,TATAMTRDVR.NS,137.60000610351562,137.60000610351562
21662,"August 16, 2012",Accumulate,Voltas,127, PLilladher,VOLTAS.NS,111.75,111.75
21664,"August 16, 2012",Buy,Oil India,565, Motilal Oswal,OIL.NS,238.9750061035156,477.9500122070312
21666,"August 16, 2012",Accumulate,MOIL,282, Dolat Capital,MOIL.NS,128.42500305175778,256.85000610351557
21667,"August 16, 2012",Buy,Britannia,525, Firstcall Research,BRITANNIA.NS,233.9250030517578,935.7000122070312
21669,"August 15, 2012",Hold,Aban Offshore,405, Emkay,ABAN.NS,404.8500061035156,404.8500061035156
21670,"August 15, 2012",Hold,Nava Bharat Ventures,204, Emkay,NBVENTURES.NS,93.6999969482422,93.6999969482422
21673,"August 14, 2012",Buy,Coal India,390, Pabhudas Lilladher,COALINDIA.NS,353.75,353.75
21674,"August 14, 2012",Buy,Mcnally Bharat,188, SPA Research,MBECL.NS,93.5999984741211,93.5999984741211
21675,"August 14, 2012",Buy,Canara Bank,440, Magnum,CANBK.NS,347.67498779296875,347.67498779296875
21676,"August 14, 2012",Buy,Kalpataru Power,104, KRChoksey,KALPATPOWR.NS,71.3499984741211,71.3499984741211
21678,"August 14, 2012",Buy,ONGC,348, KRChoksey,ONGC.NS,190.5,285.75
21680,"August 14, 2012",Hold,Bharti Airtel,306, Emkay,BHARTIARTL.NS,239.46099853515625,239.46099853515625
21681,"August 14, 2012",Buy,Sun TV,320, Motilal Oswal,SUNTV.NS,307.70001220703125,307.70001220703125
21683,"August 14, 2012",Buy,M&M,879, Angel Broking,M&M.NS,374.25,748.5
21684,"August 14, 2012",Buy,Alembic Pharma,91, Angel Broking,APLLTD.NS,59.75,59.75
21685,"August 14, 2012",Buy,State Bank of India,2270, Angel Broking,SBIN.NS,191.03500366210938,191.03500366210938
21689,"August 14, 2012",Buy,Petronet LNG,176, Angel Broking,PETRONET.NS,77.05000305175781,154.10000610351562
21690,"August 14, 2012",Buy,Nava Bharat Ventures,275, SPA Research,NBVENTURES.NS,95.6750030517578,95.6750030517578
21691,"August 14, 2012",Accumulate,Aurobindo Pharma,160, Emkay,AUROPHARMA.NS,52.04999923706055,52.04999923706055
21692,"August 14, 2012",Buy,GIPCL,78, Angel Broking,GIPCL.NS,67.0,67.0
21693,"August 14, 2012",Buy,Mangalam Cement,193, SPA Research,MANGLMCEM.NS,137.94999694824222,137.94999694824222
21694,"August 14, 2012",Accumulate,Oil India,573, Emkay,OIL.NS,242.8999938964844,485.7999877929688
21697,"August 14, 2012",Hold,DLF,220, Emkay,DLF.NS,216.3999938964844,216.3999938964844
21698,"August 14, 2012",Hold,HEG,245, Emkay,HEG.NS,211.8000030517578,211.8000030517578
21699,"August 13, 2012",Buy,Omkar Speciality,105, Mehta Equities,OMKARCHEM.NS,22.76129913330078,22.76129913330078
21700,"August 13, 2012",Buy,Escorts,99, SPA Research,ESCORTS.NS,61.45000076293945,61.45000076293945
21701,"August 13, 2012",Buy,Relaxo Footwears,684, Angel Broking,RELAXO.NS,28.334999084472656,28.334999084472656
21704,"August 13, 2012",Buy,Eicher Motors,2578, Nirmal Bang,EICHERMOT.NS,207.93499755859366,2079.3499755859366
21706,"August 13, 2012",Accumulate,Marico,205, PLilladher,MARICO.NS,94.59660339355469,189.19320678710938
21707,"August 13, 2012",Accumulate,Aban Offshore,413, PLilladher,ABAN.NS,404.5,404.5
21708,"August 13, 2012",Accumulate,Cummins India,498, PLilladher,CUMMINSIND.NS,481.75,481.75
21710,"August 13, 2012",Accumulate,M&M,808, Dolat Capital,M&M.NS,369.8999938964844,739.7999877929688
21711,"August 13, 2012",Sell,Sun Pharma,638, Nirmal Bang,SPARC.NS,75.5261001586914,151.0522003173828
21713,"August 13, 2012",Buy,Jindal Steel,421, IIFL,JINDALSTEL.NS,407.6000061035156,407.6000061035156
21714,"August 13, 2012",Buy,Prestige Estates,143, Nirmal Bang,PRESTIGE.NS,113.3000030517578,113.3000030517578
21715,"August 13, 2012",Hold,ICRA,1250, Emkay,ICRA.NS,1163.449951171875,1163.449951171875
21716,"August 12, 2012",Accumulate,Berger Paints,152, Emkay,BERGEPAINT.NS,49.14289855957031,137.60011596679686
21720,"August 10, 2012",Hold,Blue Star,185, Emkay,BLUESTARCO.NS,187.4499969482422,187.4499969482422
21722,"August 10, 2012",Reduce,Transformers,135, KRChoksey,VOLTAMP.NS,477.25,5302.777777777777
21723,"August 10, 2012",Sell,Oil India,464, Nirmal Bang,OIL.NS,238.3249969482422,476.6499938964844
21724,"August 10, 2012",Hold,Whirlpool of India,245, SPA Research,WHIRLPOOL.NS,241.9499969482422,241.9499969482422
21725,"August 10, 2012",Hold,Tata Power,95, Emkay,TATAPOWER.NS,96.50170135498048,96.50170135498048
21726,"August 10, 2012",Buy,Man Industries,113, Firstcall Research,MANINDS.NS,101.75,101.75
21727,"August 10, 2012",Buy,Bharti Airtel,322, KRChoksey,BHARTIARTL.NS,234.68600463867188,234.68600463867188
21728,"August 10, 2012",Buy,SAIL,101, KRChoksey,SAIL.NS,84.9000015258789,84.9000015258789
21729,"August 10, 2012",Buy,PI Industries,649, Dolat Capital,PIIND.NS,102.9000015258789,514.5000076293945
21730,"August 10, 2012",Buy,JBF Industries,169, Nirmal Bang,JBFIND.NS,132.5,132.5
21731,"August 10, 2012",Buy,Balrampur Chini,80, Aditya Birla Money,BALRAMCHIN.NS,68.25,68.25
21732,"August 10, 2012",Accumulate,CESC,342, Angel Broking,CESC.NS,269.4580078125,269.4580078125
21733,"August 10, 2012",Accumulate,Voltas,115, Aditya Birla Money,VOLTAS.NS,105.1500015258789,105.1500015258789
21734,"August 10, 2012",Accumulate,Berger Paints,150, Dolat Capital,BERGEPAINT.NS,48.625,136.15
21735,"August 10, 2012",Accumulate,NHPC,19, PLilladher,NHPC.NS,18.450000762939453,18.450000762939453
21736,"August 10, 2012",Accumulate,PVR,192, KRChoksey,PVR.NS,185.6000061035156,185.6000061035156
21737,"August 09, 2012",Buy,ONGC,289, IIFL,ONGC.NS,186.5,279.75
21738,"August 09, 2012",Buy,M&M,824, ICICIdirect.com,M&M.NS,371.5249938964844,743.0499877929688
21739,"August 09, 2012",Buy,Sarla Performance,160, Sunidhi Securities,SARLAPOLY.NS,12.0,12.0
21740,"August 09, 2012",Buy,Raymond,480, FinQuest Securities,RAYMOND.NS,352.8500061035156,352.8500061035156
21741,"August 09, 2012",Buy,HSIL,166, Sushil Finance,HSIL.NS,35.88359832763672,35.88359832763672
21742,"August 09, 2012",Buy,M&M,824, ICICIdirect.com,M&M.NS,371.5249938964844,743.0499877929688
21743,"August 09, 2012",Buy,Sarla Performance,160, Sunidhi Securities,SARLAPOLY.NS,12.0,12.0
21744,"August 09, 2012",Buy,Raymond,480, FinQuest Securities,RAYMOND.NS,352.8500061035156,352.8500061035156
21745,"August 09, 2012",Buy,HSIL,166, Sushil Finance,HSIL.NS,35.88359832763672,35.88359832763672
21747,"August 09, 2012",Buy,Gujarat Mineral,219, Firstcall Research,GMDCLTD.NS,193.3999938964844,193.3999938964844
21748,"August 09, 2012",Buy,Sadbhav Engineering,182, Angel Broking,SADBHAV.NS,132.19999694824222,132.19999694824222
21749,"August 09, 2012",Hold,Godrej Consumer,580, Emkay,GODREJCP.NS,207.8999938964844,623.6999816894532
21751,"August 09, 2012",Hold,Petronet LNG,167, Sushil Finance,PETRONET.NS,74.1500015258789,148.3000030517578
21753,"August 09, 2012",Sell,State Bank of India,1786, Nirmal Bang,SBIN.NS,196.875,196.875
21754,"August 09, 2012",Reduce,GSFC,350, Emkay,GSFC.NS,74.16000366210938,370.8000183105469
21755,"August 09, 2012",Sell,BGR Energy,221, KRChoksey,BGRENERGY.NS,275.25,275.25
21756,"August 09, 2012",Accumulate,Phoenix Mills,221, Emkay,PHOENIXLTD.NS,184.0,184.0
21757,"August 09, 2012",Hold,Shanthi Gears,64, SPA Research,SHANTIGEAR.NS,67.0,67.0
21758,"August 09, 2012",Buy,Petronet LNG,186, Nirmal Bang,PETRONET.NS,74.1500015258789,148.3000030517578
21759,"August 09, 2012",Accumulate,Jaiprakash Asso,78, Prabhudas,JPASSOCIAT.NS,76.6500015258789,76.6500015258789
21761,"August 08, 2012",Hold,Glenmark Pharma,400, Emkay,GLENMARK.NS,417.20001220703125,417.20001220703125
21762,"August 08, 2012",Hold,Symphony,300, SPA Research,SYMPHONY.NS,190.1499938964844,380.2999877929688
21764,"August 08, 2012",Hold,ICRA,1300, SPA Research,ICRA.NS,1182.050048828125,1182.050048828125
21765,"August 08, 2012",Hold,Berger Paints,152, SPA Research,BERGEPAINT.NS,49.9463996887207,139.84991912841798
21766,"August 08, 2012",Buy,JK Tyre,135, Angel Broking,JKTYRE.NS,18.559999465942386,18.559999465942386
21769,"August 08, 2012",Buy,Marico,211, Motilal Oswal,MARICO.NS,91.67369842529295,183.3473968505859
21771,"August 08, 2012",Sell,Bharti Airtel,260, Nirmal Bang,BHARTIARTL.NS,251.9019927978516,251.9019927978516
21772,"August 07, 2012",Hold,Jaiprakash Asso,75, Emkay,JPASSOCIAT.NS,77.55000305175781,77.55000305175781
21774,"August 07, 2012",Buy,Bank of Baroda,780, Aditya Birla Money,BANKBARODA.NS,131.71000671386722,658.550033569336
21777,"August 07, 2012",Buy,Bank of Baroda,845, Sushil Finance,BANKBARODA.NS,131.71000671386722,658.550033569336
21779,"August 07, 2012",Accumulate,Elecon Eng,55, KRChoksey,ELECON.NS,47.349998474121094,47.349998474121094
21780,"August 07, 2012",Accumulate,Federal Bank,460, Emkay,FEDERALBNK.NS,41.72999954223633,417.2999954223633
21785,"August 07, 2012",Buy,IDBI Bank,105, Angel Broking,IDBI.NS,87.25,87.25
21788,"August 06, 2012",Accumulate,Sun TV,294, KRChoksey,SUNTV.NS,282.1000061035156,282.1000061035156
21789,"August 06, 2012",Accumulate,Cummins India,500, Emkay,CUMMINSIND.NS,466.1499938964844,466.1499938964844
21790,"August 06, 2012",Accumulate,Marico,208, Emkay,MARICO.NS,93.63050079345705,187.2610015869141
21791,"August 06, 2012",Accumulate,Cummins India,500, Emkay,CUMMINSIND.NS,466.1499938964844,466.1499938964844
21792,"August 06, 2012",Accumulate,Marico,208, Emkay,MARICO.NS,93.63050079345705,187.2610015869141
21794,"August 06, 2012",Buy,Orient Paper,80, Emkay,ORIENTPPR.NS,22.96310043334961,22.96310043334961
21795,"August 06, 2012",Buy,Delta Corp,100, Nirmal Bang,DELTACORP.NS,61.1500015258789,61.1500015258789
21796,"August 06, 2012",Buy,Redington,88, Nirmal Bang,REDINGTON.NS,70.25,70.25
21798,"August 06, 2012",Buy,Bank of Baroda,872, Angel Broking,BANKBARODA.NS,130.75999450683594,653.7999725341797
21812,"August 03, 2012",Buy,Petronet LNG,205, Motilal Oswal,PETRONET.NS,73.05000305175781,146.10000610351562
21813,"August 03, 2012",Buy,Power Grid Corp,129, Firstcall Research,POWERGRID.NS,118.3000030517578,118.3000030517578
21815,"August 03, 2012",Buy,HCL Tech,601, BP Equities,HCLTECH.NS,130.60000610351562,130.60000610351562
21816,"August 03, 2012",Buy,Jaiprakash Associates,104, Motilal Oswal,JPASSOCIAT.NS,73.3499984741211,73.3499984741211
21817,"August 02, 2012",Buy,Karur Vysya Bank,512, Dolat Capital,KARURVYSYA.NS,69.86599731445311,69.86599731445311
21818,"August 02, 2012",Buy,Union Bank,245, Angel Broking,UNIONBANK.NS,174.6999969482422,174.6999969482422
21819,"August 02, 2012",Buy,Jyothy Labs,145, Angel Broking,JYOTHYLAB.NS,64.09999847412111,256.39999389648443
21820,"August 02, 2012",Buy,Petronet LNG,176, PLilladher,PETRONET.NS,73.0,146.0
21822,"August 02, 2012",Buy,Indoco Remedies,82, Angel Broking,INDOCO.NS,56.04999923706055,56.04999923706055
21823,"August 02, 2012",Hold,JK Lakshmi,86, SPA Research,JKLAKSHMI.NS,95.5,95.5
21824,"August 02, 2012",Hold,JK Lakshmi,86, SPA Research,JKLAKSHMI.NS,95.5,95.5
21825,"August 02, 2012",Hold,Lupin,605, Nirmal Bang,LUPIN.NS,591.6500244140625,591.6500244140625
21826,"August 02, 2012",Hold,TCS,1264, KRChoksey,TCS.NS,616.4000244140625,1232.800048828125
21827,"August 02, 2012",Hold,Axis Bank,1050, Emkay,AXISBANK.NS,211.6999969482422,1058.499984741211
21828,"August 02, 2012",Hold,Havells India,576, Nirmal Bang,HAVELLS.NS,110.0500030517578,550.250015258789
21831,"August 01, 2012",Hold,Maruti Suzuki,1175, Emkay,MARUTI.NS,1125.5999755859377,1125.5999755859377
21832,"August 01, 2012",Hold,Yes Bank,379, SKP Securities,YESBANK.NS,73.0999984741211,365.49999237060547
21833,"August 01, 2012",Buy,BHEL,244, Firstcall Research,BHEL.NS,146.93299865722656,220.39949798583984
21835,"August 01, 2012",Buy,Birla Corporation,277, Motilal Oswal,BIRLACORPN.NS,226.6000061035156,226.6000061035156
21839,"August 01, 2012",Accumulate,Bank of India,335, PLilladher,UNIONBANK.NS,173.35000610351562,173.35000610351562
21840,"August 01, 2012",Buy,Prestige Estate,140, Motilal Oswal,PRESTIGE.NS,114.9499969482422,114.9499969482422
21841,"August 01, 2012",Buy,Havells India,591, Motilal Oswal,HAVELLS.NS,109.26000213623048,546.3000106811523
21843,"July 31, 2012",Accumulate,Maruti Suzuki,1290, PLilladher,MARUTI.NS,1134.8499755859375,1134.8499755859375
21844,"July 31, 2012",Accumulate,Maruti Suzuki,1227, Angel Broking,MARUTI.NS,1134.8499755859375,1134.8499755859375
21845,"July 31, 2012",Buy,Sarda Energy,148, Angel Broking,SARDAEN.NS,115.8000030517578,115.8000030517578
21847,"July 31, 2012",Buy,Maruti Suzuki,1709, Motilal Oswal,MARUTI.NS,1134.8499755859375,1134.8499755859375
21848,"July 31, 2012",Buy,REC,210, Motilal Oswal,RECLTD.NS,94.2249984741211,188.4499969482422
21849,"July 31, 2012",Buy,ICICI Bank,1230, Motilal Oswal,ICICIBANK.NS,174.8000030517578,961.400016784668
21851,"July 31, 2012",Buy,Lupin,637, Firstcall Research,LUPIN.NS,600.9000244140625,600.9000244140625
21852,"July 31, 2012",Buy,AGC Networks,360, Sunidhi Securities,AGCNET.NS,130.82499694824222,261.64999389648443
21854,"July 31, 2012",Buy,Castrol India,629, Motilal Oswal,CASTROLIND.NS,138.14999389648438,138.14999389648438
21855,"July 31, 2012",Accumulate,ONGC,327, Emkay,ONGC.NS,190.6999969482422,286.0499954223633
21856,"July 31, 2012",Reduce,Bank of India,250, Dolat Capital,UNIONBANK.NS,167.8000030517578,167.8000030517578
21857,"July 31, 2012",Reduce,Union Bank,163, Dolat Capital,UNIONBANK.NS,167.8000030517578,167.8000030517578
21858,"July 30, 2012",Buy,IRB Infra,166, Angel Broking,IRB.NS,125.4000015258789,125.4000015258789
21860,"July 30, 2012",Accumulate,Gujarat Pipavav,63, PLilladher,GPPL.NS,55.25,55.25
21861,"July 30, 2012",Accumulate,Nestle India,5015, PLilladher,NESTLEIND.NS,4504.60009765625,4504.60009765625
21862,"July 30, 2012",Buy,Pidilite Industries,186, Motilal Oswal,PIDILITIND.NS,169.0500030517578,169.0500030517578
21863,"July 30, 2012",Buy,ICICI Bank,1100, PLilladher,ICICIBANK.NS,175.36399841308594,964.5019912719727
21864,"July 30, 2012",Buy,Jagran Prakashan,106, KRChoksey,JAGRAN.NS,86.5,86.5
21865,"July 30, 2012",Buy,PI Industries,605, Nirmal Bang,PIIND.NS,98.0,490.0
21879,"July 27, 2012",Sell,Hindustan Unilever,435, KRChoksey,HINDUNILVR.NS,464.6000061035156,464.6000061035156
21880,"July 27, 2012",Sell,Wipro,321, Nirmal Bang,WIPRO.NS,125.4000015258789,334.40000406901044
21882,"July 27, 2012",Buy,Greenply Industries,265, Angel Broking,GREENPLY.NS,7.2569899559021,7.2569899559021
21883,"July 27, 2012",Buy,Ashok Leyland,27, Dolat Capital,ASHOKLEY.NS,21.25,21.25
21885,"July 27, 2012",Buy,Pidilite Industries,205, Nirmal Bang,PIDILITIND.NS,166.5,166.5
21886,"July 27, 2012",Accumulate,Ashok Leyland,25, PLilladher,ASHOKLEY.NS,21.25,21.25
21887,"July 27, 2012",Sell,Asian Paints,3336, SPA Research,ASIANPAINT.NS,350.6099853515625,3506.099853515625
21888,"July 27, 2012",Accumulate,Rallis India,130, Dolat Capital,RALLIS.NS,122.1500015258789,122.1500015258789
21898,"July 25, 2012",Accumulate,Chambal Fert,80, PLilladher,CHAMBLFERT.NS,71.4000015258789,71.4000015258789
21899,"July 25, 2012",Accumulate,Thermax,553, PLilladher,THERMAX.NS,512.1500244140625,512.1500244140625
21901,"July 25, 2012",Buy,Persistent Systems,468, BP Equities,PERSISTENT.NS,188.6999969482422,188.6999969482422
21902,"July 25, 2012",Buy,Asian Paints,4208, Firstcall Research,ASIANPAINT.NS,352.8349914550781,3528.3499145507812
21904,"July 25, 2012",Buy,Oberoi Realty,315, Emkay,OBEROIRLTY.NS,235.5,235.5
21905,"July 25, 2012",Accumulate,Dabur India,125, PLilladher,DABUR.NS,115.6999969482422,115.6999969482422
21906,"July 25, 2012",Accumulate,Reliance Industries,800, KRChoksey,RELIANCE.NS,359.625,359.625
21907,"July 24, 2012",Buy,MindTree,700, PLilladher,MINDTREE.NS,163.88699340820312,163.88699340820312
21908,"July 24, 2012",Hold,MindTree,660, Way2Wealth,MINDTREE.NS,163.88699340820312,163.88699340820312
21909,"July 24, 2012",Hold,Persistent Systems,390, Emkay,PERSISTENT.NS,189.6999969482422,189.6999969482422
21912,"July 24, 2012",Buy,Bajaj Auto,1921, FinQuest Securities,BAJAJ-AUTO.NS,1559.25,1559.25
21913,"July 24, 2012",Buy,Gujarat Mineral,255, Ventura,GMDCLTD.NS,187.0500030517578,187.0500030517578
21914,"July 24, 2012",Accumulate,Zee Entertain,168, KRChoskey,ZEEL.NS,154.0,154.0
21915,"July 24, 2012",Hold,Infosys,2519, R K Global,INFY.NS,271.0809936523437,2168.6479492187495
21917,"July 23, 2012",Accumulate,Hindustan Zinc,134, Dolat Capital,HINDZINC.NS,116.1500015258789,116.1500015258789
21918,"July 23, 2012",Buy,DCB,65, Nirmal Bang,DCBBANK.NS,42.349998474121094,42.349998474121094
21919,"July 23, 2012",Buy,Godrej Consumer,616, IIFL,GODREJCP.NS,194.9830017089844,584.9490051269532
21921,"July 23, 2012",Buy,Graphite India,105, Sunidhi Securities,GRAPHITE.NS,82.19999694824219,82.19999694824219
21922,"July 23, 2012",Buy,Bajaj Finance,1170, Nirmal Bang,BAJFINANCE.NS,102.46800231933594,1024.6800231933594
21923,"July 23, 2012",Reduce,Bajaj Auto,1536, Dolat Capital,BAJAJ-AUTO.NS,1561.4000244140625,1561.4000244140625
21925,"July 22, 2012",Hold,Sintex Industries,71, Nirmal Bang,SINTEX.NS,10.349300384521484,10.349300384521484
21940,"July 20, 2012",Buy,Bajaj Auto,33, Motilal Oswal,BAJAJ-AUTO.NS,1592.0999755859375,1592.0999755859375
21941,"July 20, 2012",Hold,Axis Bank,5, Sushil Finance,AXISBANK.NS,208.16000366210938,1040.8000183105469
21946,"July 19, 2012",Buy,South Indian Bank,30, Sushil Finance,SOUTHBANK.NS,21.99659919738769,21.99659919738769
21948,"July 19, 2012",Buy,Infosys,2850, Prabhudas Lilladher,INFY.NS,280.64999389648443,2245.1999511718755
21949,"July 19, 2012",Buy,South Indian Bank,31, Motilal Oswal,SOUTHBANK.NS,21.99659919738769,21.99659919738769
